hhid,personid1,personid2,personid3,personid4,price,nkids,jbstathoh,us,ustot,usa,usb,usc,usd,use,usg,ush,usi,usj
1768,8009237,NA,NA,NA,210000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1249,8400093,NA,NA,NA,294995,1,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3058,5836273,NA,NA,NA,78000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
204,169656,31131,NA,NA,163000,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1186,2982324,NA,NA,NA,235000,0,self employed,yes,"£7,500-7,999",no,yes,no,no,no,no,no,no,no
4260,8809161,8470514,NA,NA,92500,0,long-term sick/disab,no,not applicable,no,no,no,no,no,no,no,no,no
1652,5504505,NA,NA,NA,101000,2,in paid employ,yes,"£5,000-5,499",no,yes,yes,no,no,no,yes,no,no
3187,5787758,NA,NA,NA,170000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1637,8371474,NA,NA,NA,270000,0,retired,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
890,2389105,NA,NA,NA,249950,1,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4266,9390236,NA,NA,NA,172950,1,retired,no,not applicable,no,no,no,no,no,no,no,no,no
790,5065453,NA,NA,NA,124500,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
938,5299180,NA,NA,NA,249950,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2134,776121,NA,NA,NA,420000,1,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
683,7666312,NA,NA,NA,170000,2,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4006,9044869,NA,NA,NA,155000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2772,1007349,3386311,NA,NA,401000,1,in paid employ,yes,don't know,no,no,yes,no,no,no,no,no,yes
1119,174863,NA,NA,NA,200000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2373,1184663,NA,NA,NA,191000,0,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
977,277506,NA,NA,NA,147000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4098,388139,NA,NA,NA,280000,1,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4041,4961180,NA,NA,NA,220000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1271,3232486,NA,NA,NA,760000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2886,5365780,NA,NA,NA,159995,0,long-term sick/disab,no,not applicable,no,no,no,no,no,no,no,no,no
1506,3373620,NA,NA,NA,200000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
761,9292984,NA,NA,NA,144050,1,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3585,5666646,NA,NA,NA,225000,0,in paid employ,yes,don't know,no,no,yes,no,no,no,no,no,no
13,278600,NA,NA,NA,450000,0,FT student,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3808,6263693,NA,NA,NA,129000,2,in paid employ,yes,"£10,000-14,499",no,yes,yes,no,no,no,yes,no,no
1874,977202,NA,NA,NA,264000,2,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
303,990731,NA,NA,NA,387500,0,unemployed,yes,"£3,500-3,999",yes,no,no,yes,yes,yes,no,no,no
1,5454774,2483440,NA,NA,295000,1,retired,yes,<£200,no,no,no,no,no,no,yes,no,no
3613,4250125,NA,NA,NA,144500,1,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2973,9148155,NA,NA,NA,74000,0,FT student,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2899,4447779,NA,NA,NA,142500,0,in paid employ,yes,£200-499,no,no,yes,no,no,no,no,no,no
3215,4268345,NA,NA,NA,74500,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1197,5356001,NA,NA,NA,92000,0,retired,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
2255,7933602,NA,NA,NA,295000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
468,6224508,NA,NA,NA,85000,0,unemployed,no,not applicable,no,no,no,no,no,no,no,no,no
717,1173715,NA,NA,NA,650000,1,retired,no,not applicable,no,no,no,no,no,no,no,no,no
1884,9960169,NA,NA,NA,111000,1,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
799,1612297,NA,NA,NA,316500,1,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
1498,2454263,NA,NA,NA,154995,0,unemployed,no,not applicable,no,no,no,no,no,no,no,no,no
270,5360249,NA,NA,NA,124750,0,long-term sick/disab,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
3942,9016750,NA,NA,NA,167500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4246,5687404,9012312,7241942,NA,495000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1163,4821177,NA,NA,NA,144000,0,FT student,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3283,7339958,NA,NA,NA,200000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2847,8075498,NA,NA,NA,249999,0,in paid employ,yes,£500-999,no,no,yes,no,no,no,no,no,no
147,3669283,NA,NA,NA,114000,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3003,1717613,1441824,NA,NA,199000,2,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1882,7793383,7221172,NA,NA,165000,3,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2468,5139494,NA,NA,NA,145000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1422,3633557,NA,NA,NA,175000,0,unemployed,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
596,4088792,8636498,NA,NA,229950,0,in paid employ,yes,<£200,no,no,yes,no,no,no,no,no,no
2776,527182,NA,NA,NA,399995,1,something else,yes,<£200,no,no,no,no,yes,no,no,no,no
2298,247964,NA,NA,NA,200000,1,in paid employ,yes,"£2,000-2,499",yes,yes,yes,yes,no,no,yes,no,yes
1326,2910384,NA,NA,NA,120000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
609,624344,NA,NA,NA,179995,1,something else,yes,"£3,000-3,499",no,no,yes,no,no,no,yes,no,yes
281,3995258,NA,NA,NA,123000,1,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2379,313199,NA,NA,NA,295995,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2667,7462205,NA,NA,NA,98000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
4342,4782773,NA,NA,NA,33000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4392,2752859,NA,NA,NA,150000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2090,3534859,NA,NA,NA,89225,0,in paid employ,yes,"£10,000-14,499",no,no,no,no,no,no,no,yes,no
2466,168084,NA,NA,NA,124000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
834,890924,NA,NA,NA,195000,0,unemployed,yes,"£1,000-1,499",no,yes,yes,no,no,no,no,no,no
1889,4978750,NA,NA,NA,137500,0,in paid employ,yes,<£200,no,no,yes,no,no,no,no,no,no
1973,8296101,NA,NA,NA,179950,3,in paid employ,yes,"£1,500-1,999",no,yes,no,no,no,no,no,no,no
220,8270727,9041568,NA,NA,235000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2825,5636671,NA,NA,NA,410000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1089,2827724,NA,NA,NA,122500,2,something else,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
161,1739098,NA,NA,NA,149950,0,long-term sick/disab,no,not applicable,no,no,no,no,no,no,no,no,no
2923,3668586,NA,NA,NA,105000,0,FT student,yes,"£1,000-1,499",no,no,yes,no,no,no,no,yes,no
3032,9675966,NA,NA,NA,152500,1,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1997,6910568,412515,NA,NA,175000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3201,6400809,NA,NA,NA,115000,1,refused,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
1516,5064937,NA,NA,NA,155000,1,unemployed,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1406,5324026,NA,NA,NA,96000,1,long-term sick/disab,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
2043,-99,NA,NA,NA,385000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
987,4107429,NA,NA,NA,193000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3270,1642805,4961773,NA,NA,185000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3393,4529969,NA,NA,NA,124950,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4071,2896543,NA,NA,NA,60000,3,in paid employ,yes,£500-999,no,no,yes,no,no,no,no,no,no
2319,2622444,NA,NA,NA,188000,0,in paid employ,yes,"£3,000-3,499",no,no,yes,no,no,no,no,no,no
2591,7123323,NA,NA,NA,117000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
399,9213035,NA,NA,NA,164995,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4312,9471807,NA,NA,NA,141000,0,in paid employ,yes,"£8,500-8,999",no,yes,yes,no,no,no,no,no,no
1917,1422941,NA,NA,NA,275000,0,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
1383,9541758,NA,NA,NA,200000,0,long-term sick/disab,no,not applicable,no,no,no,no,no,no,no,no,no
3325,5911754,6438025,NA,NA,125500,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
155,3593821,NA,NA,NA,141950,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2402,1512108,NA,NA,NA,94950,0,in paid employ,yes,"£4,000-4,499",yes,no,no,no,no,no,no,no,no
489,8563700,NA,NA,NA,177000,1,unemployed,yes,"£2,000-2,499",no,no,yes,no,no,no,yes,no,no
1164,6307748,NA,NA,NA,285000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3789,1230516,NA,NA,NA,315000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4322,9442840,NA,NA,NA,65000,0,retired,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
2558,2287907,NA,NA,NA,197000,1,self employed,yes,£500-999,yes,no,no,no,no,no,yes,no,no
296,8627354,NA,NA,NA,160000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3795,8763445,NA,NA,NA,157500,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1030,3165173,2946838,NA,NA,155000,1,in paid employ,yes,"£15,000-19,999",no,yes,yes,no,no,no,yes,no,no
3324,6934544,3804379,NA,NA,359950,0,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
1191,6242576,NA,NA,NA,150000,0,retired,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
3532,7832921,NA,NA,NA,222000,4,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
875,4839691,NA,NA,NA,158000,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
277,984147,NA,NA,NA,182500,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3931,8373467,NA,NA,NA,84500,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4214,9101818,NA,NA,NA,217500,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3493,3327634,NA,NA,NA,99000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2028,5162516,NA,NA,NA,183000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
1928,2807894,NA,NA,NA,199000,0,long-term sick/disab,no,not applicable,no,no,no,no,no,no,no,no,no
2348,645207,NA,NA,NA,110000,3,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
43,6269216,NA,NA,NA,89000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
512,9317566,795234,NA,NA,206625,0,in paid employ,yes,"£6,000-6,499",no,no,no,no,no,no,yes,yes,no
1204,2579577,9889568,NA,NA,85000,1,in paid employ,yes,"£4,500-4,999",no,yes,yes,no,no,no,yes,no,yes
1890,6791720,NA,NA,NA,79950,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3139,2683754,4191785,NA,NA,125000,0,in paid employ,yes,£200-499,no,yes,no,no,no,no,no,no,no
3575,4683769,NA,NA,NA,124000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
967,969223,1965983,NA,NA,85000,0,retired,yes,"£20,000-24,499",no,yes,yes,no,no,no,yes,no,no
1560,6047245,NA,NA,NA,250000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1357,8569373,NA,NA,NA,169950,0,in paid employ,yes,£200-499,no,no,no,yes,no,no,no,no,no
870,1640605,NA,NA,NA,340000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4492,4280931,NA,NA,NA,118500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
223,8247474,NA,NA,NA,83000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1072,5388048,NA,NA,NA,242500,0,in paid employ,yes,"£2,500-2,999",no,yes,yes,no,no,no,yes,no,no
2676,4859828,NA,NA,NA,199995,1,in paid employ,yes,"£8,500-8,999",yes,no,yes,yes,no,no,no,no,no
32,5942630,NA,NA,NA,310000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2367,5003665,NA,NA,NA,153000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
530,4555846,5992924,NA,NA,110000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
3898,809095,NA,NA,NA,280000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
451,2725059,NA,NA,NA,128000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4379,9544377,NA,NA,NA,186000,2,long-term sick/disab,no,not applicable,no,no,no,no,no,no,no,no,no
864,3632516,NA,NA,NA,233000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1293,7648213,3174157,NA,NA,97500,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
615,9566911,NA,NA,NA,123000,1,retired,no,not applicable,no,no,no,no,no,no,no,no,no
1979,4570769,NA,NA,NA,72000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2339,8291640,NA,NA,NA,355000,0,in paid employ,yes,"£20,000-24,499",no,no,yes,no,no,no,no,no,no
861,3103774,NA,NA,NA,190000,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
376,2665027,NA,NA,NA,215000,1,something else,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2605,2849322,NA,NA,NA,121000,3,in paid employ,yes,"£10,000-14,499",no,yes,yes,no,no,no,yes,no,no
246,7645492,NA,NA,NA,62000,2,in paid employ,yes,"£10,000-14,499",no,yes,no,yes,no,no,no,no,no
742,7308115,NA,NA,NA,245000,0,retired,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
1347,8431318,NA,NA,NA,457500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
2592,6477133,NA,NA,NA,296500,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2260,1720384,8484672,NA,NA,76000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
639,8365356,NA,NA,NA,385000,3,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3197,3261359,NA,NA,NA,320000,0,unemployed,yes,"£2,500-2,999",no,no,no,no,yes,yes,no,no,no
1123,2135226,NA,NA,NA,207500,0,self employed,no,not applicable,no,no,no,no,no,no,no,no,no
4070,6864622,NA,NA,NA,174000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4268,929417,NA,NA,NA,55000,2,unemployed,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
2523,5287656,NA,NA,NA,182000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
183,3618262,NA,NA,NA,169000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1414,5111024,7530831,NA,NA,405000,1,in paid employ,yes,"£20,000-24,499",yes,yes,yes,no,no,no,yes,no,no
2177,713136,NA,NA,NA,382000,1,in paid employ,yes,£500-999,no,yes,no,yes,yes,no,no,no,no
4105,4464874,NA,NA,NA,202000,0,in paid employ,yes,"£5,500-5,999",no,no,yes,no,no,no,yes,yes,no
4054,9274278,4361402,NA,NA,127500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3070,1778344,NA,NA,NA,84000,2,in paid employ,yes,"£15,000-19,999",no,yes,yes,no,no,no,no,no,no
1718,8342040,NA,NA,NA,184950,2,unemployed,yes,£200-499,no,no,yes,yes,no,no,no,no,no
4391,4807689,NA,NA,NA,795000,0,in paid employ,yes,"£1,500-1,999",yes,yes,no,no,no,no,no,no,no
1975,9101352,NA,NA,NA,176950,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2515,9418577,NA,NA,NA,94000,1,self employed,yes,"£25,000-29,999",no,yes,yes,no,no,no,yes,no,no
2793,8304474,NA,NA,NA,176500,0,in paid employ,yes,refused,no,yes,yes,no,no,no,no,no,yes
3151,3940368,NA,NA,NA,148000,0,unemployed,no,not applicable,no,no,no,no,no,no,no,no,no
1451,409556,NA,NA,NA,89950,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2561,1104716,NA,NA,NA,345000,1,in paid employ,yes,"£1,000-1,499",no,no,no,no,no,no,yes,no,no
1042,2137958,NA,NA,NA,340000,0,in paid employ,yes,£200-499,no,yes,no,no,no,no,no,no,no
1314,5581978,NA,NA,NA,145000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
877,9120905,NA,NA,NA,165000,2,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2976,9825351,NA,NA,NA,108000,NA,FT student,yes,"£3,000-3,499",no,no,yes,no,no,no,yes,yes,no
3300,8164669,NA,NA,NA,98500,2,in paid employ,yes,£500-999,yes,no,yes,no,no,no,yes,no,yes
3690,7174743,NA,NA,NA,124995,0,self employed,yes,"£6,000-6,499",no,yes,yes,no,no,no,yes,no,no
988,1193213,NA,NA,NA,395000,0,long-term sick/disab,no,not applicable,no,no,no,no,no,no,no,no,no
2860,6507393,NA,NA,NA,249500,5,something else,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1088,7270513,NA,NA,NA,130000,0,in paid employ,yes,"£8,000-8,499",no,yes,no,no,no,no,no,no,no
4427,4071013,8883606,NA,NA,215000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1075,7654507,NA,NA,NA,60000,0,in paid employ,yes,"£25,000-29,999",no,no,no,no,no,no,yes,no,yes
412,9635468,NA,NA,NA,345000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
486,7087857,3923082,NA,NA,430000,1,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4263,9822277,NA,NA,NA,190000,0,in paid employ,yes,£200-499,no,no,yes,no,no,no,no,no,no
3722,788013,NA,NA,NA,104000,0,retired,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
4175,7235156,NA,NA,NA,119000,1,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
50,4697115,NA,NA,NA,59975,2,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1533,9746226,NA,NA,NA,310000,2,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
777,2881312,NA,NA,NA,120150,2,something else,yes,<£200,no,yes,no,no,no,no,no,no,no
2734,4685797,NA,NA,NA,109000,0,in paid employ,yes,"£9,500-9,999",no,no,no,no,no,no,no,yes,no
697,8121776,NA,NA,NA,292000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3765,4322624,6077696,NA,NA,715000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1255,3810608,343664,NA,NA,170000,0,in paid employ,yes,"£3,000-3,499",no,yes,no,no,no,no,no,no,no
189,6126486,NA,NA,NA,142000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3580,4150023,NA,NA,NA,180000,0,in paid employ,yes,"£8,500-8,999",no,no,no,no,no,no,yes,yes,no
477,215249,NA,NA,NA,375000,3,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
2977,9925944,NA,NA,NA,148000,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
1706,8889924,NA,NA,NA,460000,0,something else,yes,£200-499,no,no,no,no,no,no,no,no,yes
682,136651,NA,NA,NA,170000,1,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1555,4925108,NA,NA,NA,300000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2536,7558709,NA,NA,NA,121950,1,in paid employ,yes,don't know,no,yes,no,no,no,no,no,no,no
1211,3077941,NA,NA,NA,550000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
526,5366913,NA,NA,NA,75000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3147,4974689,NA,NA,NA,447500,0,in paid employ,yes,don't know,no,no,yes,no,no,no,no,no,no
3299,9775312,NA,NA,NA,132000,1,retired,no,not applicable,no,no,no,no,no,no,no,no,no
4151,8658894,NA,NA,NA,242000,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
3202,3110064,NA,NA,NA,96000,2,in paid employ,yes,£200-499,no,no,no,no,no,no,no,no,yes
1222,9207246,8169360,NA,NA,99950,0,self employed,yes,"£1,500-1,999",no,no,no,no,no,no,yes,no,yes
1845,3120248,NA,NA,NA,164950,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
555,7209315,NA,NA,NA,282000,1,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1510,4400674,NA,NA,NA,110000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
144,6468120,NA,NA,NA,81995,0,something else,no,not applicable,no,no,no,no,no,no,no,no,no
328,5294580,NA,NA,NA,115000,0,unemployed,no,not applicable,no,no,no,no,no,no,no,no,no
1467,6774626,NA,NA,NA,248000,3,self employed,yes,"£15,000-19,999",no,yes,yes,no,no,no,no,no,no
1259,3997908,NA,NA,NA,545000,0,self employed,yes,£500-999,yes,no,yes,no,no,no,no,no,no
2967,7663867,NA,NA,NA,239950,1,FT student,yes,£500-999,no,no,no,no,no,no,no,yes,no
3721,9067904,NA,NA,NA,200000,0,retired,yes,"£25,000-29,999",no,yes,no,no,no,no,no,no,no
982,4928063,NA,NA,NA,66938,0,retired,yes,<£200,no,no,yes,no,no,no,no,no,no
2957,6759715,NA,NA,NA,65000,0,something else,yes,"£3,000-3,499",no,yes,no,yes,no,no,no,no,no
2841,8875094,3089202,NA,NA,249950,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2356,8791365,NA,NA,NA,221250,1,in paid employ,yes,£200-499,no,yes,no,no,no,no,no,no,no
1221,9774669,NA,NA,NA,145250,0,in paid employ,yes,"£1,000-1,499",yes,no,yes,no,no,no,yes,no,no
848,4256178,NA,NA,NA,228500,0,in paid employ,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2389,4670637,NA,NA,NA,290000,2,in paid employ,yes,don't know,yes,no,yes,no,no,no,yes,no,no
2230,9492652,NA,NA,NA,85750,0,long-term sick/disab,no,not applicable,no,no,no,no,no,no,no,no,no
1680,7641120,NA,NA,NA,109000,4,something else,no,not applicable,no,no,no,no,no,no,no,no,no
769,8864903,NA,NA,NA,110000,1,something else,yes,don't know,no,no,no,no,no,no,yes,no,no
3936,8845161,NA,NA,NA,159500,0,in paid employ,yes,"£3,000-3,499",no,yes,no,no,no,no,yes,no,no
2467,5898229,NA,NA,NA,206000,1,in paid employ,yes,"£10,000-14,499",no,yes,no,no,no,no,no,no,no
2882,1504363,NA,NA,NA,64500,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
832,3148984,NA,NA,NA,189995,5,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
348,6999608,NA,NA,NA,212000,1,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2990,311348,NA,NA,NA,199950,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2738,3728500,1816243,462402,NA,234999,1,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
2174,1153208,NA,NA,NA,118000,0,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
1862,565939,8003538,NA,NA,154000,4,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
862,4105221,NA,NA,NA,485000,1,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
3930,7712400,NA,NA,NA,180000,0,in paid employ,yes,"£5,000-5,499",no,yes,yes,no,no,no,no,no,no
4193,9823988,7893576,NA,NA,223500,1,long-term sick/disab,yes,"£9,500-9,999",yes,yes,yes,yes,no,no,no,no,yes
741,4007156,NA,NA,NA,229950,2,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
2709,9893246,NA,NA,NA,430000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
533,7394885,NA,NA,NA,120000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
4209,9115882,NA,NA,NA,392500,0,retired,yes,"£4,000-4,499",yes,yes,yes,no,no,no,no,no,no
158,6623668,NA,NA,NA,212000,0,retired,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
1272,2959651,NA,NA,NA,138000,0,in paid employ,no,not applicable,no,no,no,no,no,no,no,no,no
945,5488388,NA,NA,NA,320000,0,retired,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
3979,5642386,NA,NA,NA,246950,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
822,9876269,NA,NA,NA,170000,0,retired,no,not applicable,no,no,no,no,no,no,no,no,no
3194,9397567,2276313,NA,NA,275000,1,something else,refused,not applicable,refused,refused,refused,refused,refused,refused,refused,refused,refused
2308,6910836,NA,NA,NA,173000,0,retired,yes,£200-499,no,no,yes,no,no,no,no,yes,no
2398,4994760,NA,NA,NA,141000,4,in paid employ,don't know,not applicable,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know,don't know
